cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
TypeScript::http.createServer.listen,TypeScript,http.createServer.listen,1,1,1,System Command Execution
TypeScript::httpClient.post,TypeScript,httpClient.post,1,1,1,Database Management
TypeScript::httpRequest,TypeScript,httpRequest,1,1,1,System Command Execution
TypeScript::https.request,TypeScript,https.request,20,2,20,Specialized Domain Data Services
TypeScript::https.write,TypeScript,https.write,9,2,9,File System Operations
TypeScript::import.meta.resolve,TypeScript,import.meta.resolve,3,1,3,System Command Execution
TypeScript::importRegex.exec,TypeScript,importRegex.exec,1,1,1,System Command Execution
TypeScript::initSqlJs,TypeScript,initSqlJs,1,1,1,Database Management
TypeScript::initiative,TypeScript,initiative,2,1,2,Project Management Services
TypeScript::initiative.update,TypeScript,initiative.update,1,1,1,Project Management Services
TypeScript::inspect,TypeScript,inspect,3,2,3,System Command Execution
TypeScript::internetdata.drop.trip.execute,TypeScript,internetdata.drop.trip.execute,2,1,2,System Command Execution
TypeScript::isConnectionActive,TypeScript,isConnectionActive,1,1,1,System Command Execution
TypeScript::isListeningOnPort,TypeScript,isListeningOnPort,1,1,1,File System Operations
TypeScript::isPgAvailable,TypeScript,isPgAvailable,4,1,4,Database Management
TypeScript::isPortAvailable,TypeScript,isPortAvailable,8,2,8,System Command Execution
TypeScript::isPortInUse,TypeScript,isPortInUse,1,1,1,System Command Execution
TypeScript::johnny-five.to,TypeScript,johnny-five.to,1,1,1,Browser Automation and Web Interaction
TypeScript::jsonwebtoken.sign,TypeScript,jsonwebtoken.sign,1,1,1,Specialized Domain Data Services
TypeScript::k8s.PatchStrategy.ServerSideApply,TypeScript,k8s.PatchStrategy.ServerSideApply,1,1,1,Cloud Infrastructure Management
TypeScript::k8s.patch,TypeScript,k8s.patch,1,1,1,Cloud Infrastructure Management
TypeScript::languages.add,TypeScript,languages.add,1,1,1,File System Operations
TypeScript::lighthouse,TypeScript,lighthouse,1,1,1,Specialized Domain Data Services
TypeScript::listClusters,TypeScript,listClusters,1,1,1,Cloud Infrastructure Management
TypeScript::locationRegex.exec,TypeScript,locationRegex.exec,2,1,2,System Command Execution
TypeScript::makeApiClient,TypeScript,makeApiClient,1,1,1,Cloud Infrastructure Management
TypeScript::mcpNotificationSender,TypeScript,mcpNotificationSender,1,1,1,Specialized Domain Data Services
TypeScript::mcpTool.enable,TypeScript,mcpTool.enable,1,1,1,Specialized Domain Data Services
TypeScript::memoryUsage.external,TypeScript,memoryUsage.external,1,1,1,File System Operations
TypeScript::mkdirAsync,TypeScript,mkdirAsync,1,1,1,File System Operations
TypeScript::modify,TypeScript,modify,1,1,1,Project Management Services
TypeScript::mondayApi.request,TypeScript,mondayApi.request,1,1,1,Project Management Services
TypeScript::mongodb.MongoClient.connect,TypeScript,mongodb.MongoClient.connect,1,1,1,Database Management
TypeScript::mongodbConnection.aggregate,TypeScript,mongodbConnection.aggregate,1,1,1,Database Management
TypeScript::mongodbConnection.collection,TypeScript,mongodbConnection.collection,1,1,1,Database Management
TypeScript::mouseGetCursor,TypeScript,mouseGetCursor,1,1,1,System Command Execution
TypeScript::mysql.connection.release,TypeScript,mysql.connection.release,1,1,1,Database Management
TypeScript::mysql.createConnection,TypeScript,mysql.createConnection,2,2,2,Database Management
TypeScript::mysql.createPool,TypeScript,mysql.createPool,1,1,1,Database Management
TypeScript::mysql.execute,TypeScript,mysql.execute,4,1,4,Database Management
TypeScript::mysql.getConnection,TypeScript,mysql.getConnection,1,1,1,Database Management
TypeScript::mysql.pool.escapeId,TypeScript,mysql.pool.escapeId,1,1,1,Database Management
TypeScript::mysql.pool.query,TypeScript,mysql.pool.query,2,1,2,Database Management
TypeScript::mysql.query,TypeScript,mysql.query,1,1,1,Database Management
TypeScript::mysql2/promise.Connection.query,TypeScript,mysql2/promise.Connection.query,1,1,1,Database Management
TypeScript::mysql2/promise.execute,TypeScript,mysql2/promise.execute,1,1,1,Database Management
TypeScript::mysql2/promise.getConnection,TypeScript,mysql2/promise.getConnection,1,1,1,Database Management
TypeScript::nano.db.create,TypeScript,nano.db.create,1,1,1,Database Management
TypeScript::neovim.Neovim.eval,TypeScript,neovim.Neovim.eval,3,1,3,System Command Execution
TypeScript::neovim.eval,TypeScript,neovim.eval,1,1,1,System Command Execution
TypeScript::net.destroy,TypeScript,net.destroy,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.controlGetHandle,TypeScript,node-autoit-koffi.controlGetHandle,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.controlHide,TypeScript,node-autoit-koffi.controlHide,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.init,TypeScript,node-autoit-koffi.init,14,1,14,System Command Execution
TypeScript::node-autoit-koffi.processWaitClose,TypeScript,node-autoit-koffi.processWaitClose,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.send,TypeScript,node-autoit-koffi.send,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.winMove,TypeScript,node-autoit-koffi.winMove,1,1,1,System Command Execution
TypeScript::node-fetch.fetch,TypeScript,node-fetch.fetch,3,3,3,Specialized Domain Data Services
TypeScript::node-fetch.text,TypeScript,node-fetch.text,1,1,1,Specialized Domain Data Services
TypeScript::node-nmap.getScanDataById,TypeScript,node-nmap.getScanDataById,1,1,1,System Command Execution
TypeScript::node-sqlite3-wasm.Database.run,TypeScript,node-sqlite3-wasm.Database.run,1,1,1,Database Management
TypeScript::node-sqlite3-wasm.run,TypeScript,node-sqlite3-wasm.run,7,1,7,Database Management
TypeScript::node:child_process.execSync,TypeScript,node:child_process.execSync,6,2,6,System Command Execution
TypeScript::node:fs.appendFileSync,TypeScript,node:fs.appendFileSync,5,2,5,File System Operations
TypeScript::node:fs.mkdirSync,TypeScript,node:fs.mkdirSync,1,1,1,File System Operations
TypeScript::node:fs.readFileSync,TypeScript,node:fs.readFileSync,4,2,4,File System Operations
TypeScript::node:fs/promises.appendFile,TypeScript,node:fs/promises.appendFile,1,1,1,File System Operations
TypeScript::node:fs/promises.readFile,TypeScript,node:fs/promises.readFile,18,4,18,File System Operations
TypeScript::node:fs/promises.realpath,TypeScript,node:fs/promises.realpath,9,1,9,File System Operations
TypeScript::node:fs/promises.rmdir,TypeScript,node:fs/promises.rmdir,2,2,2,File System Operations
TypeScript::node:fs/promises.writeFile,TypeScript,node:fs/promises.writeFile,11,3,11,File System Operations
TypeScript::node:os.kill,TypeScript,node:os.kill,1,1,1,System Command Execution
TypeScript::nodemailer.createTransport,TypeScript,nodemailer.createTransport,1,1,1,Specialized Domain Data Services
TypeScript::nodemailer.sendMail,TypeScript,nodemailer.sendMail,1,1,1,Specialized Domain Data Services
TypeScript::npm --version,TypeScript,npm --version,1,1,1,System Command Execution
TypeScript::npm cache clean --force,TypeScript,npm cache clean --force,1,1,1,System Command Execution
TypeScript::npm run build,TypeScript,npm run build,1,1,1,System Command Execution
TypeScript::npm-registry-fetch.json,TypeScript,npm-registry-fetch.json,1,1,1,System Command Execution
TypeScript::oauth2/token,TypeScript,oauth2/token,1,1,1,Identity and Access Management
TypeScript::obsidianClient.post,TypeScript,obsidianClient.post,2,1,2,Browser Automation and Web Interaction
TypeScript::odbc.Connection.query,TypeScript,odbc.Connection.query,1,1,1,Database Management
TypeScript::odbc.connect,TypeScript,odbc.connect,1,1,1,Database Management
TypeScript::open.open,TypeScript,open.open,2,2,2,System Command Execution
TypeScript::openai.audio.speech.create,TypeScript,openai.audio.speech.create,1,1,1,AI and Machine Learning Services
TypeScript::openai.chat.completions.create,TypeScript,openai.chat.completions.create,3,3,3,AI and Machine Learning Services
TypeScript::openai.embedding,TypeScript,openai.embedding,1,1,1,AI and Machine Learning Services
TypeScript::openai.embeddings.create,TypeScript,openai.embeddings.create,2,1,2,AI and Machine Learning Services
TypeScript::openai.responses.create,TypeScript,openai.responses.create,1,1,1,AI and Machine Learning Services
TypeScript::operation,TypeScript,operation,2,2,2,Specialized Domain Data Services
TypeScript::opossum.CircuitBreaker.fire,TypeScript,opossum.CircuitBreaker.fire,3,1,3,Cloud Infrastructure Management
TypeScript::originalTradovateRequest.call,TypeScript,originalTradovateRequest.call,1,1,1,Specialized Domain Data Services
TypeScript::os.arch,TypeScript,os.arch,1,1,1,System Command Execution
TypeScript::os.hostname,TypeScript,os.hostname,15,3,15,System Command Execution
TypeScript::os.platform(),TypeScript,os.platform(),2,2,2,System Command Execution
TypeScript::os.tmpdir(),TypeScript,os.tmpdir(),1,1,1,File System Operations
TypeScript::paddle.prices.create,TypeScript,paddle.prices.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.products.create,TypeScript,paddle.products.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.reports.create,TypeScript,paddle.reports.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.subscriptions.list,TypeScript,paddle.subscriptions.list,1,1,1,Financial and Blockchain Services
TypeScript::paddle.transactions.list,TypeScript,paddle.transactions.list,1,1,1,Financial and Blockchain Services
TypeScript::page.$,TypeScript,page.$,1,1,1,Browser Automation and Web Interaction
TypeScript::page.click,TypeScript,page.click,1,1,1,Browser Automation and Web Interaction
TypeScript::page.content(),TypeScript,page.content(),1,1,1,Browser Automation and Web Interaction
TypeScript::page.context,TypeScript,page.context,1,1,1,Browser Automation and Web Interaction
TypeScript::page.cookies,TypeScript,page.cookies,1,1,1,Browser Automation and Web Interaction
TypeScript::page.evaluate,TypeScript,page.evaluate,10,7,10,Browser Automation and Web Interaction
TypeScript::page.goto,TypeScript,page.goto,6,5,6,Browser Automation and Web Interaction
TypeScript::page.on,TypeScript,page.on,3,1,3,Browser Automation and Web Interaction
TypeScript::page.target,TypeScript,page.target,2,1,2,Browser Automation and Web Interaction
TypeScript::page.title,TypeScript,page.title,1,1,1,Browser Automation and Web Interaction
TypeScript::page.title(),TypeScript,page.title(),1,1,1,Browser Automation and Web Interaction
TypeScript::page.url(),TypeScript,page.url(),2,1,2,Browser Automation and Web Interaction
TypeScript::page.viewport,TypeScript,page.viewport,1,1,1,Browser Automation and Web Interaction
TypeScript::page.waitForSelector,TypeScript,page.waitForSelector,1,1,1,Browser Automation and Web Interaction
TypeScript::parser.parse,TypeScript,parser.parse,3,1,3,File System Operations
TypeScript::pg.Client.query,TypeScript,pg.Client.query,1,1,1,Database Management
TypeScript::pg.Pool.connect,TypeScript,pg.Pool.connect,6,3,6,Database Management
TypeScript::pg.Pool.disconnect,TypeScript,pg.Pool.disconnect,1,1,1,Database Management
TypeScript::pg.Pool.end,TypeScript,pg.Pool.end,5,2,5,Database Management
TypeScript::pg.Pool.query,TypeScript,pg.Pool.query,1,1,1,Database Management
TypeScript::pg.PoolClient.query,TypeScript,pg.PoolClient.query,1,1,1,Database Management
TypeScript::pg.PoolClient.release,TypeScript,pg.PoolClient.release,1,1,1,Database Management
TypeScript::playwright.Browser.close,TypeScript,playwright.Browser.close,4,4,4,Browser Automation and Web Interaction
TypeScript::playwright.Browser.newContext,TypeScript,playwright.Browser.newContext,4,4,4,Browser Automation and Web Interaction
TypeScript::playwright.Browser.newPage,TypeScript,playwright.Browser.newPage,3,3,3,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.addCookies,TypeScript,playwright.BrowserContext.addCookies,2,2,2,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.close,TypeScript,playwright.BrowserContext.close,4,4,4,Browser Automation and Web Interaction
TypeScript::playwright.Page.$,TypeScript,playwright.Page.$,7,4,7,Browser Automation and Web Interaction
TypeScript::playwright.Page.$eval,TypeScript,playwright.Page.$eval,3,3,3,Browser Automation and Web Interaction
TypeScript::playwright.Page.context.addCookies,TypeScript,playwright.Page.context.addCookies,4,4,4,Browser Automation and Web Interaction
TypeScript::playwright.Page.goto,TypeScript,playwright.Page.goto,4,4,4,Browser Automation and Web Interaction
TypeScript::playwright.Page.keyboard.press,TypeScript,playwright.Page.keyboard.press,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.Page.url,TypeScript,playwright.Page.url,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.Page.waitForLoadState,TypeScript,playwright.Page.waitForLoadState,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.Page.waitForSelector,TypeScript,playwright.Page.waitForSelector,6,4,6,Browser Automation and Web Interaction
TypeScript::playwright.chromium.connectOverCDP,TypeScript,playwright.chromium.connectOverCDP,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.chromium.goto,TypeScript,playwright.chromium.goto,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.chromium.launch,TypeScript,playwright.chromium.launch,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.chromium.newContext,TypeScript,playwright.chromium.newContext,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.chromium.type,TypeScript,playwright.chromium.type,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.context.close,TypeScript,playwright.context.close,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.context.newPage,TypeScript,playwright.context.newPage,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.keyboard.press,TypeScript,playwright.keyboard.press,2,2,2,Browser Automation and Web Interaction
TypeScript::playwright.newContext,TypeScript,playwright.newContext,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.newPage,TypeScript,playwright.newPage,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.page.goto,TypeScript,playwright.page.goto,1,1,1,Browser Automation and Web Interaction
TypeScript::pocketbase.PocketBase.cancelRequest,TypeScript,pocketbase.PocketBase.cancelRequest,3,3,3,Database Management
TypeScript::pocketbase.PocketBase.collection,TypeScript,pocketbase.PocketBase.collection,33,4,33,Database Management
TypeScript::pocketbase.PocketBase.collection.create,TypeScript,pocketbase.PocketBase.collection.create,5,3,5,Database Management
TypeScript::pocketbase.PocketBase.collection.delete,TypeScript,pocketbase.PocketBase.collection.delete,3,2,3,Database Management
TypeScript::pocketbase.PocketBase.collection.getFullList,TypeScript,pocketbase.PocketBase.collection.getFullList,3,2,3,Database Management
TypeScript::pocketbase.PocketBase.collection.getList,TypeScript,pocketbase.PocketBase.collection.getList,2,2,2,Database Management
TypeScript::pocketbase.PocketBase.collection.update,TypeScript,pocketbase.PocketBase.collection.update,7,3,7,Database Management
TypeScript::pocketbase.PocketBase.create,TypeScript,pocketbase.PocketBase.create,2,2,2,Database Management
TypeScript::pocketbase.PocketBase.delete,TypeScript,pocketbase.PocketBase.delete,1,1,1,Database Management
TypeScript::pocketbase.PocketBase.filter,TypeScript,pocketbase.PocketBase.filter,1,1,1,Database Management
TypeScript::pocketbase.collection,TypeScript,pocketbase.collection,6,2,6,Database Management
TypeScript::pocketbase.collection.create,TypeScript,pocketbase.collection.create,3,2,3,Database Management
TypeScript::pocketbase.collection.getFirstListItem,TypeScript,pocketbase.collection.getFirstListItem,4,2,4,Database Management
TypeScript::pocketbase.collection.getList,TypeScript,pocketbase.collection.getList,1,1,1,Database Management
TypeScript::pocketbase.collections.create,TypeScript,pocketbase.collections.create,1,1,1,Database Management
TypeScript::portfolioRebalancingTool.executePortfolioRebalancing,TypeScript,portfolioRebalancingTool.executePortfolioRebalancing,1,1,1,Financial and Blockchain Services
TypeScript::posthog,TypeScript,posthog,1,1,1,Browser Automation and Web Interaction
TypeScript::press,TypeScript,press,1,1,1,Browser Automation and Web Interaction
TypeScript::process.on,TypeScript,process.on,1,1,1,System Command Execution
TypeScript::process.version,TypeScript,process.version,14,2,14,System Command Execution
TypeScript::projectStore.upsertProject,TypeScript,projectStore.upsertProject,1,1,1,Database Management
TypeScript::puppeteer.$$eval,TypeScript,puppeteer.$$eval,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.Browser.newPage,TypeScript,puppeteer.Browser.newPage,2,2,2,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.$,TypeScript,puppeteer.Page.$,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.click,TypeScript,puppeteer.Page.click,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.close,TypeScript,puppeteer.Page.close,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.goto,TypeScript,puppeteer.Page.goto,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.on,TypeScript,puppeteer.Page.on,3,1,3,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.screenshot,TypeScript,puppeteer.Page.screenshot,2,2,2,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.setDownloadBehavior,TypeScript,puppeteer.Page.setDownloadBehavior,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.setUserAgent,TypeScript,puppeteer.Page.setUserAgent,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.setViewport,TypeScript,puppeteer.Page.setViewport,2,2,2,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.waitForSelector,TypeScript,puppeteer.Page.waitForSelector,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.browser.close,TypeScript,puppeteer.browser.close,13,5,13,Browser Automation and Web Interaction
TypeScript::puppeteer.browser.newPage,TypeScript,puppeteer.browser.newPage,14,6,14,Browser Automation and Web Interaction
TypeScript::puppeteer.browser.pages,TypeScript,puppeteer.browser.pages,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.close,TypeScript,puppeteer.close,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.connect,TypeScript,puppeteer.connect,2,1,2,Browser Automation and Web Interaction
TypeScript::puppeteer.evaluate,TypeScript,puppeteer.evaluate,7,3,7,Browser Automation and Web Interaction
TypeScript::puppeteer.goto,TypeScript,puppeteer.goto,3,3,3,Browser Automation and Web Interaction
TypeScript::puppeteer.launch,TypeScript,puppeteer.launch,18,8,18,Browser Automation and Web Interaction
TypeScript::puppeteer.page.evaluate,TypeScript,puppeteer.page.evaluate,5,3,5,Browser Automation and Web Interaction
TypeScript::puppeteer.page.goto,TypeScript,puppeteer.page.goto,8,3,8,Browser Automation and Web Interaction
TypeScript::puppeteer.page.waitForSelector,TypeScript,puppeteer.page.waitForSelector,1,1,1,Browser Automation and Web Interaction
TypeScript::puppeteer.waitForSelector,TypeScript,puppeteer.waitForSelector,1,1,1,Browser Automation and Web Interaction
TypeScript::queuePluginCheck,TypeScript,queuePluginCheck,2,1,2,Browser Automation and Web Interaction
TypeScript::rawRequest,TypeScript,rawRequest,1,1,1,Project Management Services
TypeScript::readFileAsync,TypeScript,readFileAsync,1,1,1,File System Operations
TypeScript::readJSON,TypeScript,readJSON,1,1,1,File System Operations
TypeScript::readline.createInterface,TypeScript,readline.createInterface,2,2,2,System Command Execution
TypeScript::realpath,TypeScript,realpath,1,1,1,File System Operations
TypeScript::redaxios.post,TypeScript,redaxios.post,1,1,1,AI and Machine Learning Services
TypeScript::replicate.makeRequest,TypeScript,replicate.makeRequest,1,1,1,System Command Execution
TypeScript::replicate.run,TypeScript,replicate.run,1,1,1,AI and Machine Learning Services
TypeScript::repository.forkRepository,TypeScript,repository.forkRepository,3,3,3,Project Management Services
TypeScript::reset,TypeScript,reset,4,1,4,System Command Execution
TypeScript::restart,TypeScript,restart,1,1,1,System Command Execution
TypeScript::rmSync,TypeScript,rmSync,3,3,3,File System Operations
TypeScript::route,TypeScript,route,1,1,1,Browser Automation and Web Interaction
TypeScript::run-applescript.runAppleScript,TypeScript,run-applescript.runAppleScript,2,1,2,System Command Execution
TypeScript::runClaudeCommand,TypeScript,runClaudeCommand,5,1,5,System Command Execution
TypeScript::runDockerCommand,TypeScript,runDockerCommand,1,1,1,System Command Execution
TypeScript::runGenericPowershellCommand,TypeScript,runGenericPowershellCommand,4,1,4,System Command Execution
TypeScript::runPrg,TypeScript,runPrg,1,1,1,System Command Execution
TypeScript::scope,TypeScript,scope,1,1,1,Database Management
TypeScript::sdk.server.mcp.sendCommandToPlugin,TypeScript,sdk.server.mcp.sendCommandToPlugin,1,1,1,System Command Execution
TypeScript::searchBoardsAsync,TypeScript,searchBoardsAsync,1,1,1,Project Management Services
TypeScript::selectBundle,TypeScript,selectBundle,1,1,1,Browser Automation and Web Interaction
TypeScript::sendCommandToPlugin,TypeScript,sendCommandToPlugin,5,1,5,Specialized Domain Data Services
TypeScript::sendRpcRequest,TypeScript,sendRpcRequest,1,1,1,Specialized Domain Data Services
TypeScript::server.server.sendLoggingMessage,TypeScript,server.server.sendLoggingMessage,1,1,1,System Command Execution
TypeScript::setBypassCSP,TypeScript,setBypassCSP,1,1,1,Browser Automation and Web Interaction
TypeScript::setContent,TypeScript,setContent,5,3,5,Browser Automation and Web Interaction
TypeScript::setCookie,TypeScript,setCookie,1,1,1,Browser Automation and Web Interaction
TypeScript::setExtraHTTPHeaders,TypeScript,setExtraHTTPHeaders,2,2,2,Browser Automation and Web Interaction
TypeScript::setJavaScriptEnabled,TypeScript,setJavaScriptEnabled,1,1,1,Browser Automation and Web Interaction
TypeScript::setOperator,TypeScript,setOperator,4,1,4,Financial and Blockchain Services
TypeScript::setRequestInterception,TypeScript,setRequestInterception,4,1,4,Browser Automation and Web Interaction
TypeScript::setStderr,TypeScript,setStderr,1,1,1,Specialized Domain Data Services
TypeScript::setStdout,TypeScript,setStdout,1,1,1,Specialized Domain Data Services
TypeScript::simple-git.simpleGit,TypeScript,simple-git.simpleGit,3,3,3,System Command Execution
TypeScript::simpleGit,TypeScript,simpleGit,1,1,1,System Command Execution
TypeScript::simpleGit.status,TypeScript,simpleGit.status,1,1,1,System Command Execution
TypeScript::sock.sendMessage,TypeScript,sock.sendMessage,1,1,1,Database Management
TypeScript::spawnCommand,TypeScript,spawnCommand,18,1,18,System Command Execution
TypeScript::spawnSync,TypeScript,spawnSync,1,1,1,System Command Execution
TypeScript::sqlite.Database.run,TypeScript,sqlite.Database.run,1,1,1,Database Management
TypeScript::sqlite3.run,TypeScript,sqlite3.run,1,1,1,Database Management
TypeScript::sshTools.executeCommand,TypeScript,sshTools.executeCommand,1,1,1,System Command Execution
TypeScript::start,TypeScript,start,2,1,2,System Command Execution
TypeScript::stdin.write,TypeScript,stdin.write,1,1,1,System Command Execution
TypeScript::storageState,TypeScript,storageState,1,1,1,File System Operations
TypeScript::store.upload,TypeScript,store.upload,1,1,1,Cloud Infrastructure Management
TypeScript::streamFiles,TypeScript,streamFiles,1,1,1,System Command Execution
TypeScript::structurizrPage.url,TypeScript,structurizrPage.url,1,1,1,Specialized Domain Data Services
TypeScript::subscriptions.delete,TypeScript,subscriptions.delete,1,1,1,Cloud Infrastructure Management
TypeScript::supabase_client.from,TypeScript,supabase_client.from,1,1,1,Database Management
TypeScript::supabase_client.from.select,TypeScript,supabase_client.from.select,1,1,1,Database Management
TypeScript::supabase_client.from.upsert,TypeScript,supabase_client.from.upsert,1,1,1,Database Management
TypeScript::this.adb,TypeScript,this.adb,1,1,1,System Command Execution
TypeScript::this.driver.executeScript,TypeScript,this.driver.executeScript,3,1,3,System Command Execution
TypeScript::this.executeCommand,TypeScript,this.executeCommand,5,1,5,System Command Execution
TypeScript::this.generateApplications,TypeScript,this.generateApplications,1,1,1,Cloud Infrastructure Management
TypeScript::this.mcpClient.callTool,TypeScript,this.mcpClient.callTool,2,1,2,Browser Automation and Web Interaction
TypeScript::this.mcpToolsManager.systemControl.handleAction,TypeScript,this.mcpToolsManager.systemControl.handleAction,1,1,1,System Command Execution
TypeScript::this.recorder,TypeScript,this.recorder,34,1,34,File System Operations
TypeScript::this.requests.get,TypeScript,this.requests.get,5,1,5,Specialized Domain Data Services
TypeScript::this.simctl,TypeScript,this.simctl,1,1,1,System Command Execution
TypeScript::this.validateToken,TypeScript,this.validateToken,1,1,1,System Command Execution
TypeScript::toolInfo.tool.enable,TypeScript,toolInfo.tool.enable,1,1,1,File System Operations
TypeScript::trends.get,TypeScript,trends.get,1,1,1,File System Operations
TypeScript::trends.has,TypeScript,trends.has,1,1,1,File System Operations
TypeScript::typeset,TypeScript,typeset,1,1,1,File System Operations
TypeScript::undici.request,TypeScript,undici.request,5,1,5,AI and Machine Learning Services
TypeScript::unparse,TypeScript,unparse,3,2,3,System Command Execution
TypeScript::updateCollection,TypeScript,updateCollection,2,1,2,Database Management
TypeScript::updateTranslationsBulk,TypeScript,updateTranslationsBulk,1,1,1,Specialized Domain Data Services
TypeScript::util.promisify,TypeScript,util.promisify,1,1,1,System Command Execution
TypeScript::vectorStore.clear,TypeScript,vectorStore.clear,1,1,1,Database Management
TypeScript::vectorStore.getStats,TypeScript,vectorStore.getStats,1,1,1,Database Management
TypeScript::vectorStore.search,TypeScript,vectorStore.search,1,1,1,Database Management
TypeScript::vectorStore.storeDocumentationVectors,TypeScript,vectorStore.storeDocumentationVectors,1,1,1,Specialized Domain Data Services
TypeScript::versionRangePattern.exec,TypeScript,versionRangePattern.exec,2,1,2,System Command Execution
TypeScript::viem,TypeScript,viem,2,1,2,Financial and Blockchain Services
TypeScript::viem.createWalletClient,TypeScript,viem.createWalletClient,2,1,2,Financial and Blockchain Services
TypeScript::viem.getChainConfig,TypeScript,viem.getChainConfig,2,1,2,Financial and Blockchain Services
TypeScript::viem.http,TypeScript,viem.http,2,1,2,Financial and Blockchain Services
TypeScript::viem.parseEther,TypeScript,viem.parseEther,1,1,1,Financial and Blockchain Services
TypeScript::viem.writeContract,TypeScript,viem.writeContract,1,1,1,Financial and Blockchain Services
TypeScript::visualmode,TypeScript,visualmode,1,1,1,System Command Execution
TypeScript::vortex,TypeScript,vortex,1,1,1,Project Management Services
TypeScript::watch,TypeScript,watch,3,1,3,File System Operations
TypeScript::web_search,TypeScript,web_search,2,1,2,File System Operations
TypeScript::webaudio-node.AudioContext.connect,TypeScript,webaudio-node.AudioContext.connect,1,1,1,Financial and Blockchain Services
TypeScript::webdriverio.remote.deleteSession,TypeScript,webdriverio.remote.deleteSession,1,1,1,Cloud Infrastructure Management
TypeScript::webview.optionsToArgv,TypeScript,webview.optionsToArgv,1,1,1,System Command Execution
TypeScript::winGetHandle,TypeScript,winGetHandle,1,1,1,System Command Execution
TypeScript::winGetPos,TypeScript,winGetPos,1,1,1,System Command Execution
TypeScript::winGetText,TypeScript,winGetText,1,1,1,System Command Execution
TypeScript::winWait,TypeScript,winWait,1,1,1,System Command Execution
TypeScript::winWaitActive,TypeScript,winWaitActive,1,1,1,System Command Execution
TypeScript::workspace.copyToOriginal.get,TypeScript,workspace.copyToOriginal.get,18,1,18,System Command Execution
TypeScript::writeFileAsync,TypeScript,writeFileAsync,1,1,1,File System Operations
TypeScript::writeJson,TypeScript,writeJson,1,1,1,File System Operations
TypeScript::writeToFile,TypeScript,writeToFile,5,2,5,File System Operations
TypeScript::yaml.load,TypeScript,yaml.load,2,2,2,System Command Execution
