cache_entry_id,language,api_name,category,deepseek_refs,qwen_refs,deepseek_permissions,qwen_permissions
TypeScript::guardText,TypeScript,guardText,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::handleDecisionMaking,TypeScript,handleDecisionMaking,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::headers,TypeScript,headers,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::hedera-agent-kit.HederaAgentKit.execute,TypeScript,hedera-agent-kit.HederaAgentKit.execute,Financial and Blockchain Services,5,4,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::hedera-agent-kit.HederaAgentKit.getHtsBalance,TypeScript,hedera-agent-kit.HederaAgentKit.getHtsBalance,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::homedir,TypeScript,homedir,File System Operations,16,12,File System Operations,File System Operations
TypeScript::http.createServer.listen,TypeScript,http.createServer.listen,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::httpClient.post,TypeScript,httpClient.post,Database Management,1,1,Database Management,Database Management
TypeScript::httpRequest,TypeScript,httpRequest,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::https.request,TypeScript,https.request,Specialized Domain Data Services,23,28,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::https.write,TypeScript,https.write,File System Operations,17,11,File System Operations,File System Operations
TypeScript::import.meta.resolve,TypeScript,import.meta.resolve,System Command Execution,3,3,System Command Execution,System Command Execution
TypeScript::importRegex.exec,TypeScript,importRegex.exec,System Command Execution,1,3,System Command Execution,System Command Execution
TypeScript::initSqlJs,TypeScript,initSqlJs,Database Management,2,1,Database Management,Database Management
TypeScript::initiative,TypeScript,initiative,Project Management Services,2,3,Project Management Services,Project Management Services
TypeScript::initiative.update,TypeScript,initiative.update,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::inspect,TypeScript,inspect,System Command Execution,12,4,System Command Execution,System Command Execution
TypeScript::internetdata.drop.trip.execute,TypeScript,internetdata.drop.trip.execute,System Command Execution,2,3,System Command Execution,System Command Execution
TypeScript::io.sockets.sockets.keys().next(),TypeScript,io.sockets.sockets.keys().next(),Specialized Domain Data Services,1,1,Financial and Blockchain Services,Specialized Domain Data Services
TypeScript::isConnectionActive,TypeScript,isConnectionActive,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::isListeningOnPort,TypeScript,isListeningOnPort,File System Operations,1,1,File System Operations,File System Operations
TypeScript::isPgAvailable,TypeScript,isPgAvailable,Database Management,6,6,Database Management,Database Management
TypeScript::isPortAvailable,TypeScript,isPortAvailable,System Command Execution,10,9,System Command Execution,System Command Execution
TypeScript::isPortInUse,TypeScript,isPortInUse,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::johnny-five.to,TypeScript,johnny-five.to,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::jsonwebtoken.sign,TypeScript,jsonwebtoken.sign,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::k8s.PatchStrategy.ServerSideApply,TypeScript,k8s.PatchStrategy.ServerSideApply,Cloud Infrastructure Management,2,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::k8s.list,TypeScript,k8s.list,Cloud Infrastructure Management,2,1,File System Operations,Cloud Infrastructure Management
TypeScript::k8s.patch,TypeScript,k8s.patch,Cloud Infrastructure Management,2,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::k8s.read,TypeScript,k8s.read,Cloud Infrastructure Management,2,1,Specialized Domain Data Services,Cloud Infrastructure Management
TypeScript::languages.add,TypeScript,languages.add,File System Operations,1,1,File System Operations,File System Operations
TypeScript::lighthouse,TypeScript,lighthouse,Specialized Domain Data Services,7,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::listClusters,TypeScript,listClusters,Cloud Infrastructure Management,2,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::locationRegex.exec,TypeScript,locationRegex.exec,System Command Execution,2,2,System Command Execution,System Command Execution
TypeScript::lstat,TypeScript,lstat,System Command Execution,2,1,System Command Execution,System Command Execution
TypeScript::makeApiClient,TypeScript,makeApiClient,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::mariadb.Connection.query,TypeScript,mariadb.Connection.query,Database Management,1,1,Database Management,Database Management
TypeScript::mariadb.query,TypeScript,mariadb.query,Database Management,1,1,Database Management,Database Management
TypeScript::mcpNotificationSender,TypeScript,mcpNotificationSender,Specialized Domain Data Services,15,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::mcpTool.enable,TypeScript,mcpTool.enable,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::memoryUsage.external,TypeScript,memoryUsage.external,File System Operations,2,1,File System Operations,File System Operations
TypeScript::mkdirAsync,TypeScript,mkdirAsync,File System Operations,2,1,File System Operations,File System Operations
TypeScript::modify,TypeScript,modify,Project Management Services,1,2,Project Management Services,Project Management Services
TypeScript::mondayApi.request,TypeScript,mondayApi.request,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::mongodb.MongoClient.connect,TypeScript,mongodb.MongoClient.connect,Database Management,1,3,Database Management,Database Management
TypeScript::mongodbConnection.aggregate,TypeScript,mongodbConnection.aggregate,Database Management,1,2,Database Management,Database Management
TypeScript::mongodbConnection.collection,TypeScript,mongodbConnection.collection,Database Management,1,2,Database Management,Database Management
TypeScript::mouseGetCursor,TypeScript,mouseGetCursor,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::mysql.connection.release,TypeScript,mysql.connection.release,Database Management,1,1,Database Management,Database Management
TypeScript::mysql.createConnection,TypeScript,mysql.createConnection,Database Management,4,2,Database Management,Database Management
TypeScript::mysql.createPool,TypeScript,mysql.createPool,Database Management,3,1,Database Management,Database Management
TypeScript::mysql.execute,TypeScript,mysql.execute,Database Management,9,5,Database Management,Database Management
TypeScript::mysql.getConnection,TypeScript,mysql.getConnection,Database Management,3,1,Database Management,Database Management
TypeScript::mysql.pool.escapeId,TypeScript,mysql.pool.escapeId,Database Management,1,1,Database Management,Database Management
TypeScript::mysql.pool.query,TypeScript,mysql.pool.query,Database Management,3,2,Database Management,Database Management
TypeScript::mysql.query,TypeScript,mysql.query,Database Management,12,1,Database Management,Database Management
TypeScript::mysql2/promise.Connection.query,TypeScript,mysql2/promise.Connection.query,Database Management,1,2,Database Management,Database Management
TypeScript::mysql2/promise.execute,TypeScript,mysql2/promise.execute,Database Management,4,2,Database Management,Database Management
TypeScript::mysql2/promise.getConnection,TypeScript,mysql2/promise.getConnection,Database Management,2,2,Database Management,Database Management
TypeScript::nano.db.create,TypeScript,nano.db.create,Database Management,4,1,Database Management,Database Management
TypeScript::neovim.Neovim.eval,TypeScript,neovim.Neovim.eval,System Command Execution,3,3,System Command Execution,System Command Execution
TypeScript::neovim.eval,TypeScript,neovim.eval,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::net.destroy,TypeScript,net.destroy,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node-autoit-koffi.controlGetHandle,TypeScript,node-autoit-koffi.controlGetHandle,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node-autoit-koffi.controlHide,TypeScript,node-autoit-koffi.controlHide,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node-autoit-koffi.init,TypeScript,node-autoit-koffi.init,System Command Execution,17,19,System Command Execution,System Command Execution
TypeScript::node-autoit-koffi.processWaitClose,TypeScript,node-autoit-koffi.processWaitClose,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node-autoit-koffi.send,TypeScript,node-autoit-koffi.send,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node-autoit-koffi.winMove,TypeScript,node-autoit-koffi.winMove,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node-fetch.fetch,TypeScript,node-fetch.fetch,Specialized Domain Data Services,20,36,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::node-fetch.text,TypeScript,node-fetch.text,Specialized Domain Data Services,3,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::node-nmap.getScanDataById,TypeScript,node-nmap.getScanDataById,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node-sqlite3-wasm.Database.run,TypeScript,node-sqlite3-wasm.Database.run,Database Management,1,1,Database Management,Database Management
TypeScript::node-sqlite3-wasm.run,TypeScript,node-sqlite3-wasm.run,Database Management,7,10,Database Management,Database Management
TypeScript::node:child_process.execSync,TypeScript,node:child_process.execSync,System Command Execution,6,7,System Command Execution,System Command Execution
TypeScript::node:fs.appendFileSync,TypeScript,node:fs.appendFileSync,File System Operations,5,5,File System Operations,File System Operations
TypeScript::node:fs.mkdirSync,TypeScript,node:fs.mkdirSync,File System Operations,2,1,File System Operations,File System Operations
TypeScript::node:fs.readFileSync,TypeScript,node:fs.readFileSync,File System Operations,5,13,File System Operations,File System Operations
TypeScript::node:fs/promises.appendFile,TypeScript,node:fs/promises.appendFile,File System Operations,2,1,File System Operations,File System Operations
TypeScript::node:fs/promises.readFile,TypeScript,node:fs/promises.readFile,File System Operations,27,27,File System Operations,File System Operations
TypeScript::node:fs/promises.realpath,TypeScript,node:fs/promises.realpath,File System Operations,17,13,File System Operations,File System Operations
TypeScript::node:fs/promises.rmdir,TypeScript,node:fs/promises.rmdir,File System Operations,2,2,File System Operations,File System Operations
TypeScript::node:fs/promises.stat,TypeScript,node:fs/promises.stat,File System Operations,1,1,File System Operations,File System Operations
TypeScript::node:fs/promises.writeFile,TypeScript,node:fs/promises.writeFile,File System Operations,20,17,File System Operations,File System Operations
TypeScript::node:os.kill,TypeScript,node:os.kill,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::node:sqlite.DatabaseSync.all,TypeScript,node:sqlite.DatabaseSync.all,System Command Execution,2,4,Database Management,System Command Execution
TypeScript::node:sqlite.DatabaseSync.prepare,TypeScript,node:sqlite.DatabaseSync.prepare,System Command Execution,2,6,Database Management,System Command Execution
TypeScript::nodemailer.createTransport,TypeScript,nodemailer.createTransport,Specialized Domain Data Services,2,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::nodemailer.sendMail,TypeScript,nodemailer.sendMail,Specialized Domain Data Services,3,3,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::npm --version,TypeScript,npm --version,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::npm cache clean --force,TypeScript,npm cache clean --force,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::npm run build,TypeScript,npm run build,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::npm-registry-fetch.json,TypeScript,npm-registry-fetch.json,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::oauth2/token,TypeScript,oauth2/token,Identity and Access Management,1,1,Identity and Access Management,Identity and Access Management
TypeScript::obsidianClient.post,TypeScript,obsidianClient.post,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::odbc.Connection.query,TypeScript,odbc.Connection.query,Database Management,1,1,Database Management,Database Management
TypeScript::odbc.connect,TypeScript,odbc.connect,Database Management,3,1,Database Management,Database Management
TypeScript::open.open,TypeScript,open.open,System Command Execution,3,3,System Command Execution,System Command Execution
TypeScript::openai.OpenAI.images.generate,TypeScript,openai.OpenAI.images.generate,AI and Machine Learning Services,2,2,Specialized Domain Data Services,AI and Machine Learning Services
TypeScript::openai.audio.speech.create,TypeScript,openai.audio.speech.create,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::openai.chat.completions.create,TypeScript,openai.chat.completions.create,AI and Machine Learning Services,9,4,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::openai.embedding,TypeScript,openai.embedding,AI and Machine Learning Services,2,2,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::openai.embeddings.create,TypeScript,openai.embeddings.create,AI and Machine Learning Services,5,3,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::openai.responses.create,TypeScript,openai.responses.create,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::operation,TypeScript,operation,Specialized Domain Data Services,3,5,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::opossum.CircuitBreaker.fire,TypeScript,opossum.CircuitBreaker.fire,Cloud Infrastructure Management,3,4,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::originalTradovateRequest.call,TypeScript,originalTradovateRequest.call,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::os.arch,TypeScript,os.arch,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::os.hostname,TypeScript,os.hostname,System Command Execution,17,22,System Command Execution,System Command Execution
TypeScript::os.platform(),TypeScript,os.platform(),System Command Execution,4,4,System Command Execution,System Command Execution
TypeScript::os.tmpdir(),TypeScript,os.tmpdir(),File System Operations,3,1,File System Operations,File System Operations
TypeScript::pack_remote_repository,TypeScript,pack_remote_repository,Project Management Services,1,1,Specialized Domain Data Services,Project Management Services
TypeScript::paddle.prices.create,TypeScript,paddle.prices.create,Financial and Blockchain Services,1,2,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::paddle.products.create,TypeScript,paddle.products.create,Financial and Blockchain Services,1,2,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::paddle.reports.create,TypeScript,paddle.reports.create,Financial and Blockchain Services,1,2,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::paddle.subscriptions.list,TypeScript,paddle.subscriptions.list,Financial and Blockchain Services,1,2,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::paddle.transactions.list,TypeScript,paddle.transactions.list,Financial and Blockchain Services,1,2,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::page.$,TypeScript,page.$,Browser Automation and Web Interaction,2,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.click,TypeScript,page.click,Browser Automation and Web Interaction,3,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.content(),TypeScript,page.content(),Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.context,TypeScript,page.context,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.cookies,TypeScript,page.cookies,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.evaluate,TypeScript,page.evaluate,Browser Automation and Web Interaction,17,14,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.goto,TypeScript,page.goto,Browser Automation and Web Interaction,8,8,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.on,TypeScript,page.on,Browser Automation and Web Interaction,6,4,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.target,TypeScript,page.target,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.title,TypeScript,page.title,Browser Automation and Web Interaction,3,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.title(),TypeScript,page.title(),Browser Automation and Web Interaction,5,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.type,TypeScript,page.type,Database Management,1,2,Browser Automation and Web Interaction,Database Management
TypeScript::page.url(),TypeScript,page.url(),Browser Automation and Web Interaction,3,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.viewport,TypeScript,page.viewport,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.waitForLoadState,TypeScript,page.waitForLoadState,Browser Automation and Web Interaction,2,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::page.waitForSelector,TypeScript,page.waitForSelector,Browser Automation and Web Interaction,3,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::parser.parse,TypeScript,parser.parse,File System Operations,12,5,File System Operations,File System Operations
TypeScript::pg.Client.query,TypeScript,pg.Client.query,Database Management,3,2,Database Management,Database Management
TypeScript::pg.Client.release,TypeScript,pg.Client.release,Database Management,4,1,Database Management,Database Management
TypeScript::pg.Pool.connect,TypeScript,pg.Pool.connect,Database Management,16,9,Database Management,Database Management
TypeScript::pg.Pool.disconnect,TypeScript,pg.Pool.disconnect,Database Management,3,1,Database Management,Database Management
TypeScript::pg.Pool.end,TypeScript,pg.Pool.end,Database Management,11,7,Database Management,Database Management
TypeScript::pg.Pool.query,TypeScript,pg.Pool.query,Database Management,6,1,Database Management,Database Management
TypeScript::pg.PoolClient.query,TypeScript,pg.PoolClient.query,Database Management,3,2,Database Management,Database Management
TypeScript::pg.PoolClient.release,TypeScript,pg.PoolClient.release,Database Management,3,1,Database Management,Database Management
TypeScript::playwright.Browser.close,TypeScript,playwright.Browser.close,Browser Automation and Web Interaction,4,11,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Browser.newContext,TypeScript,playwright.Browser.newContext,Browser Automation and Web Interaction,4,5,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Browser.newPage,TypeScript,playwright.Browser.newPage,Browser Automation and Web Interaction,3,9,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.addCookies,TypeScript,playwright.BrowserContext.addCookies,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.close,TypeScript,playwright.BrowserContext.close,Browser Automation and Web Interaction,4,5,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.newPage,TypeScript,playwright.BrowserContext.newPage,Browser Automation and Web Interaction,1,3,Specialized Domain Data Services,Browser Automation and Web Interaction
TypeScript::playwright.Page.$,TypeScript,playwright.Page.$,Browser Automation and Web Interaction,7,8,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.$eval,TypeScript,playwright.Page.$eval,Browser Automation and Web Interaction,3,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.addCookies,TypeScript,playwright.Page.addCookies,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.context.addCookies,TypeScript,playwright.Page.context.addCookies,Browser Automation and Web Interaction,4,10,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.goto,TypeScript,playwright.Page.goto,Browser Automation and Web Interaction,4,11,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.keyboard.press,TypeScript,playwright.Page.keyboard.press,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.url,TypeScript,playwright.Page.url,Browser Automation and Web Interaction,2,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.waitForLoadState,TypeScript,playwright.Page.waitForLoadState,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.Page.waitForSelector,TypeScript,playwright.Page.waitForSelector,Browser Automation and Web Interaction,6,12,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.chromium.connectOverCDP,TypeScript,playwright.chromium.connectOverCDP,Browser Automation and Web Interaction,7,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.chromium.goto,TypeScript,playwright.chromium.goto,Browser Automation and Web Interaction,3,4,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.chromium.launch,TypeScript,playwright.chromium.launch,Browser Automation and Web Interaction,3,4,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.chromium.newContext,TypeScript,playwright.chromium.newContext,Browser Automation and Web Interaction,3,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.chromium.type,TypeScript,playwright.chromium.type,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.context.close,TypeScript,playwright.context.close,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.context.newPage,TypeScript,playwright.context.newPage,Browser Automation and Web Interaction,7,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.keyboard.press,TypeScript,playwright.keyboard.press,Browser Automation and Web Interaction,2,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.newContext,TypeScript,playwright.newContext,Browser Automation and Web Interaction,2,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.newPage,TypeScript,playwright.newPage,Browser Automation and Web Interaction,7,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.page.goto,TypeScript,playwright.page.goto,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::playwright.page.on,TypeScript,playwright.page.on,Browser Automation and Web Interaction,6,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::pocketbase.PocketBase.cancelRequest,TypeScript,pocketbase.PocketBase.cancelRequest,Database Management,3,3,Database Management,Database Management
TypeScript::pocketbase.PocketBase.collection,TypeScript,pocketbase.PocketBase.collection,Database Management,46,70,Database Management,Database Management
TypeScript::pocketbase.PocketBase.collection.create,TypeScript,pocketbase.PocketBase.collection.create,Database Management,7,18,Database Management,Database Management
TypeScript::pocketbase.PocketBase.collection.delete,TypeScript,pocketbase.PocketBase.collection.delete,Database Management,4,3,Database Management,Database Management
TypeScript::pocketbase.PocketBase.collection.getFullList,TypeScript,pocketbase.PocketBase.collection.getFullList,Database Management,3,3,Database Management,Database Management
TypeScript::pocketbase.PocketBase.collection.getList,TypeScript,pocketbase.PocketBase.collection.getList,Database Management,2,2,Database Management,Database Management
TypeScript::pocketbase.PocketBase.collection.update,TypeScript,pocketbase.PocketBase.collection.update,Database Management,9,10,Database Management,Database Management
TypeScript::pocketbase.PocketBase.create,TypeScript,pocketbase.PocketBase.create,Database Management,4,2,Database Management,Database Management
TypeScript::pocketbase.PocketBase.delete,TypeScript,pocketbase.PocketBase.delete,Database Management,3,1,Database Management,Database Management
TypeScript::pocketbase.PocketBase.filter,TypeScript,pocketbase.PocketBase.filter,Database Management,2,2,Database Management,Database Management
TypeScript::pocketbase.collection,TypeScript,pocketbase.collection,Database Management,8,7,Database Management,Database Management
TypeScript::pocketbase.collection.create,TypeScript,pocketbase.collection.create,Database Management,4,8,Database Management,Database Management
TypeScript::pocketbase.collection.getFirstListItem,TypeScript,pocketbase.collection.getFirstListItem,Database Management,5,5,Database Management,Database Management
TypeScript::pocketbase.collection.getList,TypeScript,pocketbase.collection.getList,Database Management,2,1,Database Management,Database Management
TypeScript::pocketbase.collections.create,TypeScript,pocketbase.collections.create,Database Management,1,1,Database Management,Database Management
TypeScript::portfolioRebalancingTool.executePortfolioRebalancing,TypeScript,portfolioRebalancingTool.executePortfolioRebalancing,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::posthog,TypeScript,posthog,Browser Automation and Web Interaction,2,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::press,TypeScript,press,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::process.on,TypeScript,process.on,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::process.send,TypeScript,process.send,System Command Execution,20,22,Financial and Blockchain Services,System Command Execution
TypeScript::process.version,TypeScript,process.version,System Command Execution,16,22,System Command Execution,System Command Execution
TypeScript::projectStore.upsertProject,TypeScript,projectStore.upsertProject,Database Management,1,1,Database Management,Database Management
TypeScript::puppeteer.$$eval,TypeScript,puppeteer.$$eval,Browser Automation and Web Interaction,2,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Browser.close,TypeScript,puppeteer.Browser.close,Browser Automation and Web Interaction,2,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Browser.newPage,TypeScript,puppeteer.Browser.newPage,Browser Automation and Web Interaction,10,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Browser.on,TypeScript,puppeteer.Browser.on,Browser Automation and Web Interaction,1,1,Specialized Domain Data Services,Browser Automation and Web Interaction
TypeScript::puppeteer.ElementHandle.type,TypeScript,puppeteer.ElementHandle.type,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.$,TypeScript,puppeteer.Page.$,Browser Automation and Web Interaction,6,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.click,TypeScript,puppeteer.Page.click,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.close,TypeScript,puppeteer.Page.close,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.goto,TypeScript,puppeteer.Page.goto,Browser Automation and Web Interaction,4,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.on,TypeScript,puppeteer.Page.on,Browser Automation and Web Interaction,4,6,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.screenshot,TypeScript,puppeteer.Page.screenshot,Browser Automation and Web Interaction,8,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.setDownloadBehavior,TypeScript,puppeteer.Page.setDownloadBehavior,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.setUserAgent,TypeScript,puppeteer.Page.setUserAgent,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.setViewport,TypeScript,puppeteer.Page.setViewport,Browser Automation and Web Interaction,3,5,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.url,TypeScript,puppeteer.Page.url,Browser Automation and Web Interaction,4,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.Page.waitForSelector,TypeScript,puppeteer.Page.waitForSelector,Browser Automation and Web Interaction,3,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.browser.close,TypeScript,puppeteer.browser.close,Browser Automation and Web Interaction,15,24,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.browser.newPage,TypeScript,puppeteer.browser.newPage,Browser Automation and Web Interaction,16,24,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.browser.pages,TypeScript,puppeteer.browser.pages,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.close,TypeScript,puppeteer.close,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.connect,TypeScript,puppeteer.connect,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.evaluate,TypeScript,puppeteer.evaluate,Browser Automation and Web Interaction,11,8,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::puppeteer.goto,TypeScript,puppeteer.goto,Browser Automation and Web Interaction,4,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
