cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
TypeScript::k8s.listClusters,TypeScript,k8s.listClusters,1,1,1,Cloud Infrastructure Management
TypeScript::k8s.patch,TypeScript,k8s.patch,1,1,1,Cloud Infrastructure Management
TypeScript::k8s.read,TypeScript,k8s.read,1,1,1,Cloud Infrastructure Management
TypeScript::kg-integration.getKGStorage,TypeScript,kg-integration.getKGStorage,1,1,1,Database Management
TypeScript::kg-integration.storeLinkValidationInKG,TypeScript,kg-integration.storeLinkValidationInKG,3,1,3,Database Management
TypeScript::kg.findEdges,TypeScript,kg.findEdges,1,1,1,Specialized Domain Data Services
TypeScript::kg.findNode,TypeScript,kg.findNode,2,1,2,Database Management
TypeScript::kg.getAllNodes,TypeScript,kg.getAllNodes,2,1,2,Database Management
TypeScript::kg.getNodeById,TypeScript,kg.getNodeById,1,1,1,Database Management
TypeScript::killExistingBrowserStackLocalProcesses,TypeScript,killExistingBrowserStackLocalProcesses,2,1,2,System Command Execution
TypeScript::kubernetes.analyzeKubernetesSecurityRisks,TypeScript,kubernetes.analyzeKubernetesSecurityRisks,12,1,12,Cloud Infrastructure Management
TypeScript::languages.add,TypeScript,languages.add,1,1,1,File System Operations
TypeScript::lib/vtCli.runVtCommand,TypeScript,lib/vtCli.runVtCommand,7,1,7,System Command Execution
TypeScript::lib/vtCli.ts.runVtCommand,TypeScript,lib/vtCli.ts.runVtCommand,9,1,9,System Command Execution
TypeScript::libsql.prepare,TypeScript,libsql.prepare,1,1,1,Database Management
TypeScript::lighthouse,TypeScript,lighthouse,2,1,2,Specialized Domain Data Services
TypeScript::lighthouse-analysis.findUnusedJavaScript,TypeScript,lighthouse-analysis.findUnusedJavaScript,1,1,1,Browser Automation and Web Interaction
TypeScript::linearApi.searchIssues,TypeScript,linearApi.searchIssues,1,1,1,Project Management Services
TypeScript::listApps,TypeScript,listApps,1,1,1,System Command Execution
TypeScript::listClusters,TypeScript,listClusters,1,1,1,Cloud Infrastructure Management
TypeScript::listForks,TypeScript,listForks,1,1,1,Specialized Domain Data Services
TypeScript::listImages,TypeScript,listImages,1,1,1,System Command Execution
TypeScript::listNamespacedPod,TypeScript,listNamespacedPod,1,1,1,Cloud Infrastructure Management
TypeScript::listProcesses,TypeScript,listProcesses,2,2,2,System Command Execution
TypeScript::listTimeSeries,TypeScript,listTimeSeries,1,1,1,Cloud Infrastructure Management
TypeScript::listWatchers,TypeScript,listWatchers,1,1,1,Specialized Domain Data Services
TypeScript::loadNetworkFromEnv,TypeScript,loadNetworkFromEnv,1,1,1,Financial and Blockchain Services
TypeScript::locationRegex.exec,TypeScript,locationRegex.exec,2,1,2,System Command Execution
TypeScript::login.js.loginToSalesforce,TypeScript,login.js.loginToSalesforce,1,1,1,Identity and Access Management
TypeScript::login.js.validateSession,TypeScript,login.js.validateSession,1,1,1,Identity and Access Management
TypeScript::logseq.DB.datascriptQuery,TypeScript,logseq.DB.datascriptQuery,1,1,1,Database Management
TypeScript::lstat,TypeScript,lstat,1,1,1,System Command Execution
TypeScript::makeApiClient,TypeScript,makeApiClient,1,1,1,Cloud Infrastructure Management
TypeScript::makeArcjetAPIRequest,TypeScript,makeArcjetAPIRequest,1,1,1,Specialized Domain Data Services
TypeScript::makeGitHubRequest,TypeScript,makeGitHubRequest,3,1,3,Specialized Domain Data Services
TypeScript::makeRequestFn,TypeScript,makeRequestFn,1,1,1,Database Management
TypeScript::mariadb.Connection.query,TypeScript,mariadb.Connection.query,1,1,1,Database Management
TypeScript::mariadb.createConnectionPool,TypeScript,mariadb.createConnectionPool,1,1,1,Database Management
TypeScript::mariadb.query,TypeScript,mariadb.query,1,1,1,Database Management
TypeScript::marked.lexer,TypeScript,marked.lexer,1,1,1,Cloud Infrastructure Management
TypeScript::marked.marked,TypeScript,marked.marked,2,2,2,System Command Execution
TypeScript::maton.createConnection,TypeScript,maton.createConnection,1,1,1,Database Management
TypeScript::maton.getConnection,TypeScript,maton.getConnection,1,1,1,Database Management
TypeScript::maton.invokeAction,TypeScript,maton.invokeAction,1,1,1,System Command Execution
TypeScript::maton.invokeAgent,TypeScript,maton.invokeAgent,1,1,1,AI and Machine Learning Services
TypeScript::maton.listConnections,TypeScript,maton.listConnections,1,1,1,Cloud Infrastructure Management
TypeScript::mcp-install-utils.writeMcpConfig,TypeScript,mcp-install-utils.writeMcpConfig,1,1,1,File System Operations
TypeScript::mcpContext.retrievalService.getArchitectureContextSummary,TypeScript,mcpContext.retrievalService.getArchitectureContextSummary,1,1,1,Specialized Domain Data Services
TypeScript::mcpContext.retrievalService.getFtsSnippetsForInitialQuery,TypeScript,mcpContext.retrievalService.getFtsSnippetsForInitialQuery,1,1,1,Database Management
TypeScript::mcpContext.retrievalService.getProjectStructureSummary,TypeScript,mcpContext.retrievalService.getProjectStructureSummary,1,1,1,File System Operations
TypeScript::mcpContext.retrievalService.getRecentConversationTopicsSummary,TypeScript,mcpContext.retrievalService.getRecentConversationTopicsSummary,1,1,1,Specialized Domain Data Services
TypeScript::mcpDebugger.toolCall,TypeScript,mcpDebugger.toolCall,5,1,5,System Command Execution
TypeScript::mcpNotificationSender,TypeScript,mcpNotificationSender,1,1,1,Specialized Domain Data Services
TypeScript::mcpTool.enable,TypeScript,mcpTool.enable,1,1,1,Specialized Domain Data Services
TypeScript::mcp_get_sp_definition_simple,TypeScript,mcp_get_sp_definition_simple,1,1,1,Database Management
TypeScript::memoryUsage.external,TypeScript,memoryUsage.external,1,1,1,File System Operations
TypeScript::mineflayer.attemptReconnect,TypeScript,mineflayer.attemptReconnect,1,1,1,Specialized Domain Data Services
TypeScript::mkdirAsync,TypeScript,mkdirAsync,1,1,1,File System Operations
TypeScript::mnemonicToSeedSync,TypeScript,mnemonicToSeedSync,1,1,1,Financial and Blockchain Services
TypeScript::modify,TypeScript,modify,2,2,2,Project Management Services
TypeScript::monday-graphql.createItem,TypeScript,monday-graphql.createItem,1,1,1,Project Management Services
TypeScript::monday-graphql/queries.graphql.generateTypeDetailsQuery,TypeScript,monday-graphql/queries.graphql.generateTypeDetailsQuery,1,1,1,Project Management Services
TypeScript::mondayApi.request,TypeScript,mondayApi.request,1,1,1,Project Management Services
TypeScript::mongo_utils.getMongoClient,TypeScript,mongo_utils.getMongoClient,1,1,1,Database Management
TypeScript::mongo_utils.runReadOnlyTransaction,TypeScript,mongo_utils.runReadOnlyTransaction,1,1,1,Database Management
TypeScript::mongodb.Collection,TypeScript,mongodb.Collection,1,1,1,Database Management
TypeScript::mongodb.Collection.find,TypeScript,mongodb.Collection.find,1,1,1,Database Management
TypeScript::mongodb.Collection.listIndexes,TypeScript,mongodb.Collection.listIndexes,1,1,1,Database Management
TypeScript::mongodb.MongoClient.admin,TypeScript,mongodb.MongoClient.admin,1,1,1,Database Management
TypeScript::mongodb.MongoClient.admin.listDatabases,TypeScript,mongodb.MongoClient.admin.listDatabases,1,1,1,Database Management
TypeScript::mongodb.MongoClient.aggregate,TypeScript,mongodb.MongoClient.aggregate,1,1,1,Database Management
TypeScript::mongodb.MongoClient.connect,TypeScript,mongodb.MongoClient.connect,3,2,3,Database Management
TypeScript::mongodb.MongoClient.db,TypeScript,mongodb.MongoClient.db,2,2,2,Database Management
TypeScript::mongodb.MongoClient.db.collection.aggregate.toArray,TypeScript,mongodb.MongoClient.db.collection.aggregate.toArray,1,1,1,Database Management
TypeScript::mongodb.MongoClient.startSession,TypeScript,mongodb.MongoClient.startSession,1,1,1,Database Management
TypeScript::mongodb.collection,TypeScript,mongodb.collection,2,2,2,Database Management
TypeScript::mongodb.collection.find,TypeScript,mongodb.collection.find,1,1,1,Database Management
TypeScript::mongodb/index.js.connect,TypeScript,mongodb/index.js.connect,2,2,2,Database Management
TypeScript::mongodbConnection.aggregate,TypeScript,mongodbConnection.aggregate,2,2,2,Database Management
TypeScript::mongodbConnection.collection,TypeScript,mongodbConnection.collection,2,2,2,Database Management
TypeScript::mouse.getPosition,TypeScript,mouse.getPosition,3,3,3,System Command Execution
TypeScript::mouse.rightClick,TypeScript,mouse.rightClick,1,1,1,System Command Execution
TypeScript::mouseGetCursor,TypeScript,mouseGetCursor,1,1,1,System Command Execution
TypeScript::mouseMove,TypeScript,mouseMove,1,1,1,System Command Execution
TypeScript::move-object-tool.graphql.updateBoardHierarchy,TypeScript,move-object-tool.graphql.updateBoardHierarchy,1,1,1,Specialized Domain Data Services
TypeScript::mssql.pool.query,TypeScript,mssql.pool.query,1,1,1,Database Management
TypeScript::mssql.request.input,TypeScript,mssql.request.input,1,1,1,Database Management
TypeScript::mssql.request.query,TypeScript,mssql.request.query,1,1,1,Database Management
TypeScript::mysql.connection.release,TypeScript,mysql.connection.release,1,1,1,Database Management
TypeScript::mysql.createConnection,TypeScript,mysql.createConnection,2,2,2,Database Management
TypeScript::mysql.createPool,TypeScript,mysql.createPool,1,1,1,Database Management
TypeScript::mysql.execute,TypeScript,mysql.execute,5,2,5,Database Management
TypeScript::mysql.getConnection,TypeScript,mysql.getConnection,1,1,1,Database Management
TypeScript::mysql.pool.escapeId,TypeScript,mysql.pool.escapeId,1,1,1,Database Management
TypeScript::mysql.pool.query,TypeScript,mysql.pool.query,2,1,2,Database Management
TypeScript::mysql.query,TypeScript,mysql.query,1,1,1,Database Management
TypeScript::mysql2/promise.Connection.query,TypeScript,mysql2/promise.Connection.query,2,1,2,Database Management
TypeScript::mysql2/promise.execute,TypeScript,mysql2/promise.execute,2,2,2,Database Management
TypeScript::mysql2/promise.executeQuery,TypeScript,mysql2/promise.executeQuery,1,1,1,Database Management
TypeScript::mysql2/promise.getConnection,TypeScript,mysql2/promise.getConnection,2,1,2,Database Management
TypeScript::nano.db.create,TypeScript,nano.db.create,1,1,1,Database Management
TypeScript::neovim.Neovim.connect,TypeScript,neovim.Neovim.connect,13,1,13,System Command Execution
TypeScript::neovim.Neovim.eval,TypeScript,neovim.Neovim.eval,3,1,3,System Command Execution
TypeScript::neovim.Neovim.getVisualSelectionInfo,TypeScript,neovim.Neovim.getVisualSelectionInfo,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.editLines,TypeScript,neovim.NeovimManager.editLines,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.getNeovimStatus,TypeScript,neovim.NeovimManager.getNeovimStatus,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.healthCheck,TypeScript,neovim.NeovimManager.healthCheck,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.manageFold,TypeScript,neovim.NeovimManager.manageFold,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.manageTab,TypeScript,neovim.NeovimManager.manageTab,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.navigateJumpList,TypeScript,neovim.NeovimManager.navigateJumpList,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.openFile,TypeScript,neovim.NeovimManager.openFile,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.setMark,TypeScript,neovim.NeovimManager.setMark,1,1,1,System Command Execution
TypeScript::neovim.NeovimManager.switchBuffer,TypeScript,neovim.NeovimManager.switchBuffer,1,1,1,System Command Execution
TypeScript::neovim.eval,TypeScript,neovim.eval,1,1,1,System Command Execution
TypeScript::net.destroy,TypeScript,net.destroy,1,1,1,System Command Execution
TypeScript::net.findAvailablePort,TypeScript,net.findAvailablePort,7,1,7,System Command Execution
TypeScript::next,TypeScript,next,1,1,1,Specialized Domain Data Services
TypeScript::nips-tools.searchNips,TypeScript,nips-tools.searchNips,1,1,1,File System Operations
TypeScript::node-autoit-koffi.autoItSetOption,TypeScript,node-autoit-koffi.autoItSetOption,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.controlClickByHandle,TypeScript,node-autoit-koffi.controlClickByHandle,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.controlGetHandle,TypeScript,node-autoit-koffi.controlGetHandle,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.controlHide,TypeScript,node-autoit-koffi.controlHide,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.init,TypeScript,node-autoit-koffi.init,19,1,19,System Command Execution
TypeScript::node-autoit-koffi.mouseUp,TypeScript,node-autoit-koffi.mouseUp,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.mouseWheel,TypeScript,node-autoit-koffi.mouseWheel,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.processWaitClose,TypeScript,node-autoit-koffi.processWaitClose,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.send,TypeScript,node-autoit-koffi.send,1,1,1,System Command Execution
TypeScript::node-autoit-koffi.winMove,TypeScript,node-autoit-koffi.winMove,1,1,1,System Command Execution
TypeScript::node-fetch.fetch,TypeScript,node-fetch.fetch,36,15,36,Specialized Domain Data Services
TypeScript::node-fetch.text,TypeScript,node-fetch.text,2,2,2,Specialized Domain Data Services
TypeScript::node-nmap.getScanDataById,TypeScript,node-nmap.getScanDataById,1,1,1,System Command Execution
TypeScript::node-sqlite3-wasm.Database.run,TypeScript,node-sqlite3-wasm.Database.run,1,1,1,Database Management
TypeScript::node-sqlite3-wasm.run,TypeScript,node-sqlite3-wasm.run,10,1,10,Database Management
TypeScript::node:child_process.exec,TypeScript,node:child_process.exec,1,1,1,System Command Execution
TypeScript::node:child_process.execSync,TypeScript,node:child_process.execSync,7,3,7,System Command Execution
TypeScript::node:fs.appendFileSync,TypeScript,node:fs.appendFileSync,5,2,5,File System Operations
TypeScript::node:fs.mkdirSync,TypeScript,node:fs.mkdirSync,1,1,1,File System Operations
TypeScript::node:fs.readFile,TypeScript,node:fs.readFile,2,2,2,File System Operations
TypeScript::node:fs.readFileSync,TypeScript,node:fs.readFileSync,13,5,13,File System Operations
TypeScript::node:fs/promises.appendFile,TypeScript,node:fs/promises.appendFile,1,1,1,File System Operations
TypeScript::node:fs/promises.readFile,TypeScript,node:fs/promises.readFile,27,6,27,File System Operations
TypeScript::node:fs/promises.realpath,TypeScript,node:fs/promises.realpath,13,1,13,File System Operations
TypeScript::node:fs/promises.rmdir,TypeScript,node:fs/promises.rmdir,2,2,2,File System Operations
TypeScript::node:fs/promises.stat,TypeScript,node:fs/promises.stat,1,1,1,File System Operations
TypeScript::node:fs/promises.writeFile,TypeScript,node:fs/promises.writeFile,17,5,17,File System Operations
TypeScript::node:os.kill,TypeScript,node:os.kill,1,1,1,System Command Execution
TypeScript::node:sqlite.DatabaseSync.all,TypeScript,node:sqlite.DatabaseSync.all,4,1,4,System Command Execution
TypeScript::node:sqlite.DatabaseSync.get,TypeScript,node:sqlite.DatabaseSync.get,2,1,2,Database Management
TypeScript::node:sqlite.DatabaseSync.prepare,TypeScript,node:sqlite.DatabaseSync.prepare,6,1,6,System Command Execution
TypeScript::nodemailer.createTransport,TypeScript,nodemailer.createTransport,1,1,1,Specialized Domain Data Services
TypeScript::nodemailer.sendEmailNotification,TypeScript,nodemailer.sendEmailNotification,1,1,1,Specialized Domain Data Services
TypeScript::nodemailer.sendMail,TypeScript,nodemailer.sendMail,3,3,3,Specialized Domain Data Services
TypeScript::nodemailer.verify,TypeScript,nodemailer.verify,2,2,2,Specialized Domain Data Services
TypeScript::notion.databases.query,TypeScript,notion.databases.query,2,2,2,Project Management Services
TypeScript::notion.databases.retrieve,TypeScript,notion.databases.retrieve,1,1,1,Project Management Services
TypeScript::npm --version,TypeScript,npm --version,1,1,1,System Command Execution
TypeScript::npm cache clean --force,TypeScript,npm cache clean --force,1,1,1,System Command Execution
TypeScript::npm run build,TypeScript,npm run build,1,1,1,System Command Execution
TypeScript::npm-check-updates.runNcu,TypeScript,npm-check-updates.runNcu,4,2,4,System Command Execution
TypeScript::npm-registry-fetch.json,TypeScript,npm-registry-fetch.json,1,1,1,System Command Execution
TypeScript::oauth2/token,TypeScript,oauth2/token,1,1,1,Identity and Access Management
TypeScript::obsidianClient.delete,TypeScript,obsidianClient.delete,1,1,1,Browser Automation and Web Interaction
TypeScript::obsidianClient.post,TypeScript,obsidianClient.post,2,1,2,Browser Automation and Web Interaction
TypeScript::odbc.Connection.query,TypeScript,odbc.Connection.query,1,1,1,Database Management
TypeScript::odbc.connect,TypeScript,odbc.connect,1,1,1,Database Management
TypeScript::open.open,TypeScript,open.open,3,3,3,System Command Execution
TypeScript::openBrowser,TypeScript,openBrowser,1,1,1,System Command Execution
TypeScript::openai.OpenAI.images.generate,TypeScript,openai.OpenAI.images.generate,2,1,2,AI and Machine Learning Services
TypeScript::openai.audio.speech.create,TypeScript,openai.audio.speech.create,1,1,1,AI and Machine Learning Services
TypeScript::openai.chat.completions.create,TypeScript,openai.chat.completions.create,4,3,4,AI and Machine Learning Services
TypeScript::openai.embedding,TypeScript,openai.embedding,2,1,2,AI and Machine Learning Services
TypeScript::openai.embeddings.create,TypeScript,openai.embeddings.create,3,1,3,AI and Machine Learning Services
TypeScript::openai.responses.create,TypeScript,openai.responses.create,1,1,1,AI and Machine Learning Services
TypeScript::operation,TypeScript,operation,5,2,5,Specialized Domain Data Services
TypeScript::opossum.CircuitBreaker.fire,TypeScript,opossum.CircuitBreaker.fire,4,1,4,Cloud Infrastructure Management
TypeScript::originalTradovateRequest.call,TypeScript,originalTradovateRequest.call,1,1,1,Specialized Domain Data Services
TypeScript::os.arch,TypeScript,os.arch,1,1,1,System Command Execution
TypeScript::os.hostname,TypeScript,os.hostname,22,3,22,System Command Execution
TypeScript::os.platform(),TypeScript,os.platform(),4,3,4,System Command Execution
TypeScript::os.tmpdir(),TypeScript,os.tmpdir(),1,1,1,File System Operations
TypeScript::outputCapture.setupOutput,TypeScript,outputCapture.setupOutput,1,1,1,System Command Execution
TypeScript::pack_remote_repository,TypeScript,pack_remote_repository,1,1,1,Project Management Services
TypeScript::paddle.addresses.create,TypeScript,paddle.addresses.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.addresses.get,TypeScript,paddle.addresses.get,1,1,1,Specialized Domain Data Services
TypeScript::paddle.addresses.list,TypeScript,paddle.addresses.list,1,1,1,Specialized Domain Data Services
TypeScript::paddle.addresses.update,TypeScript,paddle.addresses.update,1,1,1,Project Management Services
TypeScript::paddle.adjustments.list,TypeScript,paddle.adjustments.list,1,1,1,Financial and Blockchain Services
TypeScript::paddle.businesses.create,TypeScript,paddle.businesses.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.businesses.get,TypeScript,paddle.businesses.get,1,1,1,Specialized Domain Data Services
TypeScript::paddle.businesses.list,TypeScript,paddle.businesses.list,1,1,1,Specialized Domain Data Services
TypeScript::paddle.customerPortalSessions.create,TypeScript,paddle.customerPortalSessions.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.discountGroups.archive,TypeScript,paddle.discountGroups.archive,1,1,1,Project Management Services
TypeScript::paddle.discountGroups.create,TypeScript,paddle.discountGroups.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.discounts.create,TypeScript,paddle.discounts.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.discounts.get,TypeScript,paddle.discounts.get,1,1,1,Financial and Blockchain Services
TypeScript::paddle.discounts.list,TypeScript,paddle.discounts.list,1,1,1,Specialized Domain Data Services
TypeScript::paddle.notificationSettings.list,TypeScript,paddle.notificationSettings.list,1,1,1,Financial and Blockchain Services
TypeScript::paddle.notifications.get,TypeScript,paddle.notifications.get,1,1,1,Specialized Domain Data Services
TypeScript::paddle.notifications.replay,TypeScript,paddle.notifications.replay,1,1,1,Specialized Domain Data Services
TypeScript::paddle.paymentMethods.delete,TypeScript,paddle.paymentMethods.delete,1,1,1,Financial and Blockchain Services
TypeScript::paddle.paymentMethods.list,TypeScript,paddle.paymentMethods.list,1,1,1,Financial and Blockchain Services
TypeScript::paddle.prices.create,TypeScript,paddle.prices.create,2,2,2,Financial and Blockchain Services
TypeScript::paddle.products.create,TypeScript,paddle.products.create,2,2,2,Financial and Blockchain Services
TypeScript::paddle.products.get,TypeScript,paddle.products.get,1,1,1,Specialized Domain Data Services
TypeScript::paddle.reports.create,TypeScript,paddle.reports.create,2,2,2,Financial and Blockchain Services
TypeScript::paddle.reports.list,TypeScript,paddle.reports.list,1,1,1,Financial and Blockchain Services
TypeScript::paddle.simulationRunEvents.get,TypeScript,paddle.simulationRunEvents.get,1,1,1,Specialized Domain Data Services
TypeScript::paddle.simulationRuns.create,TypeScript,paddle.simulationRuns.create,1,1,1,Specialized Domain Data Services
TypeScript::paddle.simulationRuns.get,TypeScript,paddle.simulationRuns.get,1,1,1,Specialized Domain Data Services
TypeScript::paddle.simulations.create,TypeScript,paddle.simulations.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.simulations.list,TypeScript,paddle.simulations.list,1,1,1,Specialized Domain Data Services
TypeScript::paddle.subscriptions.activate,TypeScript,paddle.subscriptions.activate,1,1,1,Financial and Blockchain Services
TypeScript::paddle.subscriptions.cancel,TypeScript,paddle.subscriptions.cancel,1,1,1,Financial and Blockchain Services
TypeScript::paddle.subscriptions.createOneTimeCharge,TypeScript,paddle.subscriptions.createOneTimeCharge,1,1,1,Financial and Blockchain Services
TypeScript::paddle.subscriptions.get,TypeScript,paddle.subscriptions.get,1,1,1,Financial and Blockchain Services
TypeScript::paddle.subscriptions.list,TypeScript,paddle.subscriptions.list,2,2,2,Financial and Blockchain Services
TypeScript::paddle.transactions.create,TypeScript,paddle.transactions.create,1,1,1,Financial and Blockchain Services
TypeScript::paddle.transactions.get,TypeScript,paddle.transactions.get,1,1,1,Financial and Blockchain Services
TypeScript::paddle.transactions.list,TypeScript,paddle.transactions.list,2,2,2,Financial and Blockchain Services
TypeScript::paddle.transactions.revise,TypeScript,paddle.transactions.revise,1,1,1,Financial and Blockchain Services
TypeScript::page.$,TypeScript,page.$,3,3,3,Browser Automation and Web Interaction
TypeScript::page.click,TypeScript,page.click,2,2,2,Browser Automation and Web Interaction
TypeScript::page.content,TypeScript,page.content,2,1,2,Browser Automation and Web Interaction
TypeScript::page.content(),TypeScript,page.content(),1,1,1,Browser Automation and Web Interaction
TypeScript::page.context,TypeScript,page.context,2,2,2,Browser Automation and Web Interaction
TypeScript::page.cookies,TypeScript,page.cookies,2,2,2,Browser Automation and Web Interaction
TypeScript::page.evaluate,TypeScript,page.evaluate,14,8,14,Browser Automation and Web Interaction
TypeScript::page.goto,TypeScript,page.goto,8,6,8,Browser Automation and Web Interaction
TypeScript::page.keyboard.press,TypeScript,page.keyboard.press,1,1,1,Browser Automation and Web Interaction
TypeScript::page.on,TypeScript,page.on,4,2,4,Browser Automation and Web Interaction
TypeScript::page.target,TypeScript,page.target,2,1,2,Browser Automation and Web Interaction
TypeScript::page.title,TypeScript,page.title,1,1,1,Browser Automation and Web Interaction
TypeScript::page.title(),TypeScript,page.title(),1,1,1,Browser Automation and Web Interaction
TypeScript::page.type,TypeScript,page.type,2,2,2,Database Management
TypeScript::page.url(),TypeScript,page.url(),2,1,2,Browser Automation and Web Interaction
TypeScript::page.viewport,TypeScript,page.viewport,1,1,1,Browser Automation and Web Interaction
TypeScript::page.waitForLoadState,TypeScript,page.waitForLoadState,1,1,1,Browser Automation and Web Interaction
TypeScript::page.waitForSelector,TypeScript,page.waitForSelector,3,3,3,Browser Automation and Web Interaction
TypeScript::parseHTML,TypeScript,parseHTML,1,1,1,Browser Automation and Web Interaction
TypeScript::parseOpenAPISpec,TypeScript,parseOpenAPISpec,1,1,1,File System Operations
TypeScript::parser.parse,TypeScript,parser.parse,5,1,5,File System Operations
TypeScript::path.path,TypeScript,path.path,7,1,7,File System Operations
TypeScript::pb.collection.create,TypeScript,pb.collection.create,1,1,1,Database Management
TypeScript::percy-automate/handler.runPercyAutomateOnly,TypeScript,percy-automate/handler.runPercyAutomateOnly,2,1,2,Specialized Domain Data Services
TypeScript::percy-bstack/handler.runPercyWithBrowserstackSDK,TypeScript,percy-bstack/handler.runPercyWithBrowserstackSDK,2,1,2,Cloud Infrastructure Management
TypeScript::performLocalSearch,TypeScript,performLocalSearch,1,1,1,File System Operations
TypeScript::pg.Client.query,TypeScript,pg.Client.query,2,1,2,Database Management
TypeScript::pg.Client.release,TypeScript,pg.Client.release,1,1,1,Database Management
TypeScript::pg.Pool.connect,TypeScript,pg.Pool.connect,9,3,9,Database Management
TypeScript::pg.Pool.disconnect,TypeScript,pg.Pool.disconnect,1,1,1,Database Management
TypeScript::pg.Pool.end,TypeScript,pg.Pool.end,7,2,7,Database Management
TypeScript::pg.Pool.query,TypeScript,pg.Pool.query,1,1,1,Database Management
TypeScript::pg.PoolClient.query,TypeScript,pg.PoolClient.query,2,2,2,Database Management
TypeScript::pg.PoolClient.release,TypeScript,pg.PoolClient.release,1,1,1,Database Management
TypeScript::pkg.buzz,TypeScript,pkg.buzz,1,1,1,System Command Execution
TypeScript::playwright.Browser.close,TypeScript,playwright.Browser.close,11,5,11,Browser Automation and Web Interaction
TypeScript::playwright.Browser.newContext,TypeScript,playwright.Browser.newContext,5,4,5,Browser Automation and Web Interaction
TypeScript::playwright.Browser.newPage,TypeScript,playwright.Browser.newPage,9,3,9,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.addCookies,TypeScript,playwright.BrowserContext.addCookies,2,2,2,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.close,TypeScript,playwright.BrowserContext.close,5,5,5,Browser Automation and Web Interaction
TypeScript::playwright.BrowserContext.newPage,TypeScript,playwright.BrowserContext.newPage,3,2,3,Browser Automation and Web Interaction
TypeScript::playwright.Page.$,TypeScript,playwright.Page.$,8,5,8,Browser Automation and Web Interaction
TypeScript::playwright.Page.$eval,TypeScript,playwright.Page.$eval,3,3,3,Browser Automation and Web Interaction
TypeScript::playwright.Page.addCookies,TypeScript,playwright.Page.addCookies,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.Page.context.addCookies,TypeScript,playwright.Page.context.addCookies,10,4,10,Browser Automation and Web Interaction
TypeScript::playwright.Page.goto,TypeScript,playwright.Page.goto,11,4,11,Browser Automation and Web Interaction
TypeScript::playwright.Page.keyboard.press,TypeScript,playwright.Page.keyboard.press,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.Page.on,TypeScript,playwright.Page.on,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.Page.setDefaultTimeout,TypeScript,playwright.Page.setDefaultTimeout,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.Page.url,TypeScript,playwright.Page.url,3,3,3,Browser Automation and Web Interaction
TypeScript::playwright.Page.waitForLoadState,TypeScript,playwright.Page.waitForLoadState,2,2,2,Browser Automation and Web Interaction
TypeScript::playwright.Page.waitForSelector,TypeScript,playwright.Page.waitForSelector,12,4,12,Browser Automation and Web Interaction
TypeScript::playwright.chromium.browser.close,TypeScript,playwright.chromium.browser.close,2,1,2,Browser Automation and Web Interaction
TypeScript::playwright.chromium.connectOverCDP,TypeScript,playwright.chromium.connectOverCDP,2,1,2,Browser Automation and Web Interaction
TypeScript::playwright.chromium.goto,TypeScript,playwright.chromium.goto,4,3,4,Browser Automation and Web Interaction
TypeScript::playwright.chromium.launch,TypeScript,playwright.chromium.launch,4,3,4,Browser Automation and Web Interaction
TypeScript::playwright.chromium.newContext,TypeScript,playwright.chromium.newContext,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.chromium.page.content,TypeScript,playwright.chromium.page.content,2,1,2,Browser Automation and Web Interaction
TypeScript::playwright.chromium.type,TypeScript,playwright.chromium.type,2,2,2,Browser Automation and Web Interaction
TypeScript::playwright.chromium.waitForLoadState,TypeScript,playwright.chromium.waitForLoadState,2,1,2,Browser Automation and Web Interaction
TypeScript::playwright.context.close,TypeScript,playwright.context.close,1,1,1,Browser Automation and Web Interaction
TypeScript::playwright.context.newPage,TypeScript,playwright.context.newPage,1,1,1,Browser Automation and Web Interaction
